Neurite,ArborType,BrainRegion,Species,Archive,SeqLen,Region2,Region3,Class1,Class2,Class3,Gender,Protocol,AgeClass,Strain,ExperCond,Order,Layer,CorticalRegion,CorticalLobe
c70963-Axon,Axon,Hippocampus,Rat,Amaral,13,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c70963-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,31,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c70963-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,53,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c72965-Axon,Axon,Hippocampus,Rat,Amaral,28,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c72965-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,35,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c72965-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,59,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73162-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,11,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73162-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,86,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73164-Axon,Axon,Hippocampus,Rat,Amaral,17,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73164-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,35,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73164-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,41,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73166a-Axon,Axon,Hippocampus,Rat,Amaral,8,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73166a-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,40,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73166a-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,85,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73166b-Axon,Axon,Hippocampus,Rat,Amaral,15,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73166b-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,29,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73166b-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,70,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73167b-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,59,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c73167b-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,44,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c80761-Axon,Axon,Hippocampus,Rat,Amaral,32,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c80761-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,20,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c80761-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,56,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c80764-Axon,Axon,Hippocampus,Rat,Amaral,19,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c80764-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,32,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c80764-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,31,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c8076e-Axon,Axon,Hippocampus,Rat,Amaral,8,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c8076e-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,40,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c8076e-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,49,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c81462-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,26,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c81462-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,52,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c81463-Axon,Axon,Hippocampus,Rat,Amaral,23,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c81463-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,49,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c81463-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,46,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c82061-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,46,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c82061-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,45,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c82063-Axon,Axon,Hippocampus,Rat,Amaral,29,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c82063-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,41,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c82063-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,51,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c91662-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,29,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c91662-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,67,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c91665-Axon,Axon,Hippocampus,Rat,Amaral,12,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c91665-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,21,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c91665-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,61,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c9236e-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,31,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
c9236e-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,56,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd0351-Axon,Axon,Hippocampus,Rat,Amaral,33,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd0351-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,29,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd0351-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,48,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd1152-Axon,Axon,Hippocampus,Rat,Amaral,46,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd1152-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,20,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd1152-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,57,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd2351-BasalDendrite,Dendrite,Hippocampus,Rat,Amaral,23,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cd2351-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Amaral,74,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,F,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca1a-Axon,Axon,Hippocampus,Rat,Ascoli,140,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca1a-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,98,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca1b-Axon,Axon,Hippocampus,Rat,Ascoli,291,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca1b-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,121,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca1c-Axon,Axon,Hippocampus,Rat,Ascoli,254,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca1c-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,103,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca2-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,88,CA2,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
ca3b-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,49,CA3,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
entho-Axon,Axon,Hippocampus,Rat,Ascoli,760,Entorhinal,Not reported,Principal cell,Stellate cell,Spiny,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
entho-Dendrite,Dendrite,Hippocampus,Rat,Ascoli,71,Entorhinal,Not reported,Principal cell,Stellate cell,Spiny,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
gc-Axon,Axon,Hippocampus,Rat,Ascoli,33,Dentate gyrus,Not reported,Principal cell,Granule cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
gc-Dendrite,Dendrite,Hippocampus,Rat,Ascoli,11,Dentate gyrus,Not reported,Principal cell,Granule cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
NM1-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,32,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
NM1-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Ascoli,49,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
NM2-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,31,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
NM2-ApicalDendrite,ApicalDendrite,Hippocampus,Rat,Ascoli,47,CA1,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
NMA-Axon,Axon,Cerebellum,Rat,Ascoli,87,Not reported,Not reported,Axonal terminal,Climbing fiber,Not reported,M/F,In vivo,Adult,Long-Evans Rat,Control,Rodent,Not reported,Not reported,Not reported
NMB-Axon,Axon,Cerebellum,Rat,Ascoli,60,Not reported,Not reported,Axonal terminal,Climbing fiber,Not reported,M/F,In vivo,Adult,Long-Evans Rat,Control,Rodent,Not reported,Not reported,Not reported
ok_m116mod-Axon,Axon,Spinal cord,Mouse,Ascoli,12,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m116mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,147,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m135mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,74,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m139-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,118,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m140mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,53,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m187mod-Axon,Axon,Spinal cord,Mouse,Ascoli,16,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m187mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,47,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m191mod-Axon,Axon,Spinal cord,Mouse,Ascoli,10,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m191mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,163,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m207amod-Axon,Axon,Spinal cord,Mouse,Ascoli,13,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m207amod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,106,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m207b-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,66,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m208mod-Axon,Axon,Spinal cord,Mouse,Ascoli,10,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m208mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,37,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m210mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,84,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m211mod-Axon,Axon,Spinal cord,Mouse,Ascoli,9,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m211mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,51,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m215-Axon,Axon,Spinal cord,Mouse,Ascoli,26,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m215-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,86,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m216L-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,75,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m79_diana-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,54,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m85mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,67,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m88mod-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,55,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
ok_m97mod2-Dendrite,Dendrite,Spinal cord,Mouse,Ascoli,103,Not reported,Not reported,Principal cell,Motoneuron,Not reported,NR,In vitro,Young,Swiss-Webster Mouse,Control,Rodent,Not reported,Not reported,Not reported
sub-Axon,Axon,Hippocampus,Rat,Ascoli,147,Subiculum,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
sub-BasalDendrite,Dendrite,Hippocampus,Rat,Ascoli,77,Subiculum,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vivo,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
cell1zr-BasalDendrite,Dendrite,Hippocampus,Rat,Barrionuevo,28,CA3,CA3b,Principal cell,Pyramidal cell,Not reported,M,In vitro,Young,Sprague-Dawley Rat,Control,Rodent,Not reported,Not reported,Not reported
